DEPARTAMENTO,MUNICIPIO,CAPACIDAD MW,TEMPERATURA MINIMA ANUAL,ELEVACIÓN (m),TEMPERATURA MEDIA ANUAL,PROMEDIO DE DIAS DE LLUVIA ANUAL,TEMPERATURA MAXIMA ANUAL
NORTE DE SANTANDER,PAMPLONA,,10.294536873194874,2340.0,15.41312541756817,123.07649268528482,19.62281320074516
NORTE DE SANTANDER,PUERTO SANTANDER,,,,,102.95855911330048,
NORTE DE SANTANDER,RAGONVALIA,,13.168880747485387,,,166.7624820592349,22.081454407848636
NORTE DE SANTANDER,SALAZAR,,,860.0,23.126249756695714,143.64924086499443,27.949548687625114
NORTE DE SANTANDER,SAN CAYETANO,104.27000000000001,,,,75.68961828424266,
NORTE DE SANTANDER,SANTIAGO,,,,,59.20535535095264,
NORTE DE SANTANDER,SARDINATA,0.202,,,,128.09586001642037,
NORTE DE SANTANDER,SILOS,,,,,103.53951484438403,
NORTE DE SANTANDER,TEORAMA,,,1160.0,21.872370095474718,136.5908866995074,
NORTE DE SANTANDER,TIBU,,,,,121.36244184455389,
NORTE DE SANTANDER,TOLEDO,,20.59685899351889,370.0,24.61848690554184,236.76635878489327,29.535269733410825
NORTE DE SANTANDER,VILLA CARO,,,,,68.24635532263302,
NORTE DE SANTANDER,VILLA DEL ROSARIO,,,,,86.69669334975369,
PUTUMAYO,COLON,,11.542086205434854,,,225.3309048185267,20.56439336589128
PUTUMAYO,MOCOA,,,,,247.24381080038188,
PUTUMAYO,ORITO,,,,,195.3912348663359,
PUTUMAYO,PUERTO ASIS,,,,,167.31842111830417,
PUTUMAYO,PUERTO CAICEDO,,,,,209.36657058238805,
PUTUMAYO,PUERTO GUZMAN,,,,,219.22435915522018,
PUTUMAYO,PUERTO LEGUIZAMO,12.68,,153.0,26.02464805470288,195.95261400546622,30.796204926582277
PUTUMAYO,SAN FRANCISCO,,,,,259.23391876482384,
PUTUMAYO,SAN MIGUEL,0.567,,,,163.354620605978,
PUTUMAYO,SANTIAGO,,,,,216.36967322056924,
PUTUMAYO,VALLE DEL GUAMUEZ,,,,,197.2546426337201,
PUTUMAYO,VILLAGARZON,0.0025,20.81108253763532,,,,
QUINDIO,ARMENIA,0.13948,17.089348386147872,,,161.13600288292355,27.8331185576664
QUINDIO,PIJAO,,,,,169.90662972085386,
QUINDIO,SALENTO,,,,,120.73108956069765,
RISARALDA,APIA,,,,,187.1303316119203,
RISARALDA,BALBOA,279.0,,,,,
RISARALDA,BELEN DE UMBRIA,,,,,150.9902239230177,
RISARALDA,DOSQUEBRADAS,0.4012,,,,,
RISARALDA,GUATICA,,,,,155.87414000697046,
RISARALDA,LA VIRGINIA,200.0,,,,145.58058976464147,
RISARALDA,MARSELLA,,,,,161.07286398935247,
RISARALDA,MISTRATO,,,,,181.05205682850053,
RISARALDA,PEREIRA,36.33513,17.696718486065848,,,184.40271460499906,26.68840486587517
RISARALDA,PUEBLO RICO,0.41100000000000003,,,,,
RISARALDA,QUINCHIA,,,,,127.44855055709692,
RISARALDA,SANTA ROSA DE CABAL,,,,,217.01975796150813,
"SANTAFE DE BOGOTA D.C.,""BOGOTA, D.C."",56.60531,,,,,"
SANTANDER,ALBANIA,,14.780497912169698,,,195.24056564572754,
SANTANDER,BARBOSA,19.83162,,,,,
SANTANDER,BARICHARA,,,,,107.64803981937601,
SANTANDER,BARRANCABERMEJA,804.6063,23.523159443163333,126.0,28.10969605702023,153.2158665672637,33.03965269648403
SANTANDER,BETULIA,458.6,,,,,
SANTANDER,BOLIVAR,,,,,200.88086001642034,
SANTANDER,BUCARAMANGA,0.8201499999999999,,,,123.23138113482939,
SANTANDER,CABRERA,100.0,,,,88.54720927163969,
SANTANDER,CAPITANEJO,,18.208181938933972,,,115.53479531425792,33.53649835632514
SANTANDER,CARCASI,,,,,173.62637794198142,
SANTANDER,CEPITA,,,,,74.68532749498264,
SANTANDER,CERRITO,,,,,144.91162994891442,
SANTANDER,CHARALA,,16.381189670411885,1350.0,21.946612385430488,210.10406586389342,28.867942151300852
SANTANDER,CHIMA,,18.202712034211576,190.0,23.98923132411339,195.35149378102406,
SANTANDER,CIMITARRA,1599.9,22.43088476305309,,,169.94945644204975,32.13176644431423
SANTANDER,CONCEPCION,,,,,199.4566183964668,
SANTANDER,CONFINES,,,,,198.72747331691298,
SANTANDER,CONTRATACION,,,,,210.51450918743325,
SANTANDER,COROMORO,,,,,202.8295874384236,
SANTANDER,CURITI,,,,,151.22943418171866,
SANTANDER,EL CARMEN,,,,,201.66900337155164,27.825240185504356
SANTANDER,EL PLAYON,,,,,159.33167077175696,
SANTANDER,ENCINO,,,,,206.8847497457083,
SANTANDER,FLORIDABLANCA,9.93,,,,169.21604064039408,
SANTANDER,GAMBITA,,12.865116671813935,1900.0,18.135324011494006,210.2593384424836,23.52776147272355
SANTANDER,GIRON,399.84598000000005,19.538728813606742,,,74.03336631440078,
SANTANDER,GUACA,,,,,162.75749178981937,
SANTANDER,GUADALUPE,,15.823912367117293,1400.0,21.414142402156852,214.3462806422535,
SANTANDER,GUAVATA,,,,,165.66936545684462,
SANTANDER,JESUS MARIA,,,,,198.4246743295019,
SANTANDER,LANDAZURI,,,,,204.62744486547936,
SANTANDER,LEBRIJA,0.3564,18.675569517323762,,,121.88627199380215,25.755027251106185
SANTANDER,LOS SANTOS,100.6,,,,85.94198481116582,
SANTANDER,MACARAVITA,,,,,124.32483477404702,
SANTANDER,MALAGA,,,,,169.61789862240005,
SANTANDER,MATANZA,,,,,103.1379399288451,
SANTANDER,MOGOTES,,,1673.0,19.212253880028737,206.69319444444443,25.854169557425205
SANTANDER,MOLAGAVITA,,,,,177.34627976190475,
SANTANDER,OIBA,,,,,217.1822249589491,
SANTANDER,ONZAGA,,,,,160.25044129720854,
SANTANDER,PALMAR,,20.07355659795692,940.0,26.221336523989333,151.9815534385243,32.059794961868356
SANTANDER,PIEDECUESTA,1.59584,,,,136.8616789819376,
SANTANDER,PINCHOTE,0.09,,,,137.4597546825735,
SANTANDER,PUERTO PARRA,,,,,152.25020314203735,
SANTANDER,PUERTO WILCHES,59.9,,,,133.71102921625035,
SANTANDER,RIONEGRO,,,,,115.90247508634843,
SANTANDER,SABANA DE TORRES,37.0,23.484248166052634,,,121.07751305208201,33.775053699797596
SANTANDER,SAN ANDRES,,,,,153.15914408866996,
SANTANDER,SAN GIL,,,,,139.50841923147092,
SANTANDER,SAN JOAQUIN,,,,,158.63409301479703,
SANTANDER,SAN VICENTE DE CHUCURI,,,,,101.14823142171387,
SANTANDER,SANTA BARBARA,,,,,149.81032510427872,
SANTANDER,SIMACOTA,,,,,101.50141853676337,
SANTANDER,SUAITA,,,,,239.2266116804761,
SANTANDER,SUCRE,,,,,180.61170000035636,
SANTANDER,SURATA,,13.306986918708171,,,118.1878466266808,
SANTANDER,TONA,,4.659547489153494,3214.0,8.962757010119729,114.90787151067323,13.872619921894612
SANTANDER,VALLE DE SAN JOSE,,,,,174.4872947454844,
SANTANDER,VELEZ,,,,,193.40463217143295,
SANTANDER,VETAS,,,,,122.68745894909686,
SANTANDER,ZAPATOCA,55.2,14.188309059363673,1810.0,18.973656376429542,85.32680002705268,23.601608563638774
SUCRE,BUENAVISTA,,,,,79.11593341260404,
SUCRE,CAIMITO,,,,,91.8844217013004,
SUCRE,CHALAN,,,,,78.54516944114148,
SUCRE,COLOSO,,,,,52.80559318555007,
SUCRE,COROZAL,8.5,,166.0,27.678454149478522,87.28988764699723,
SUCRE,COVENAS,64.9,,,,,
SUCRE,GALERAS,,,,,84.97868363437328,
SUCRE,GUARANDA,,,,,100.71316639299398,
SUCRE,LOS PALMITOS,,,,,53.29894225506293,
SUCRE,MAJAGUAL,,,,,87.59647049343837,
SUCRE,PALMITO,49.6,,,,,
SUCRE,SAMPUES,39.89,,,,94.1419163586855,32.460721886703475
SUCRE,SAN BENITO ABAD,19.99,22.78744763226467,,,68.40421831059017,
SUCRE,SAN JUAN DE BETULIA,,,,,58.199278148966,
SUCRE,SAN MARCOS,19.5,,,,80.54558029093846,
SUCRE,SAN ONOFRE,8.0,,,,55.39860373977397,
SUCRE,SAN PEDRO,,,,,75.43123037050069,
SUCRE,SINCE,79.6,,,,,
SUCRE,SINCELEJO,10.899000000000001,,,,50.06153899993079,
SUCRE,SUCRE,,,,,82.75959600249136,
SUCRE,TOLU,119.89,,,,63.0945802282009,
SUCRE,TOLU VIEJO,,,,,70.74504979907277,
SUCRE,TOLUVIEJO,498.8,,,,,
TOLIMA,ALPUJARRA,,,,,135.0679152983032,
TOLIMA,ALVARADO,109.116,,,,,
TOLIMA,AMBALEMA,6.0,22.893159919087335,,,100.13440895938882,34.507572614440555
TOLIMA,ANZOATEGUI,,,,,168.9402114042869,
TOLIMA,ARMERO,499.89750000000004,21.688522758007505,321.0,28.40581725759638,121.79114903207946,
TOLIMA,ATACO,,20.285528153073116,699.0,26.00550950584758,134.15820952003472,31.522889744893618
TOLIMA,CAJAMARCA,,,,,149.98752466896966,
TOLIMA,CARMEN DE APICALA,0.006,,,,106.16450500580426,
TOLIMA,CHAPARRAL,199.9,18.75532144219035,130.0,23.606727944386392,173.9718861656396,28.847310337942137
TOLIMA,COELLO,19.0,,,,,
TOLIMA,COYAIMA,19.89,,,,93.96981299033021,
TOLIMA,CUNDAY,,,,,112.25497876798411,
TOLIMA,DOLORES,,,,,142.69853653530376,
TOLIMA,ESPINAL,149.7,,432.0,27.41442639694515,95.5929485836531,32.34354676628374
TOLIMA,FLANDES,279.53,23.148961209372747,305.0,28.914028557453715,93.89735814632367,33.72492072632355
TOLIMA,FRESNO,,,,,181.55043849513422,
TOLIMA,GUAMO,18.9,22.636341256417065,,,102.28060288055858,33.214574868814005
TOLIMA,HONDA,529.3,,,,80.46537709223753,
TOLIMA,IBAGUE,579.1827499999999,19.308664583766653,943.0,24.109551962545222,133.45368620333144,29.328879425066294
TOLIMA,LERIDA,9.9,,,,88.77849883626807,
TOLIMA,LIBANO,,,,,163.64632527571737,
TOLIMA,MARIQUITA,40.26,20.448662555294693,788.0,25.05097068287273,168.41597276747044,28.918045871873677
TOLIMA,MELGAR,27.010099999999998,,,,116.10409933536171,
TOLIMA,MURILLO,,,,,155.95337032592778,
TOLIMA,NATAGAIMA,189.4,23.543610405388588,415.0,28.231353056837193,93.77853017078046,34.07811770793891
TOLIMA,ORTEGA,,,,,90.329188408038,
TOLIMA,PIEDRAS,20.0078,,,,79.75577928297753,
TOLIMA,PLANADAS,,,,,177.9010384654942,
TOLIMA,PRADO,50.0,22.41114988007357,321.0,28.080337100867627,129.05920733746882,33.32353897785219
TOLIMA,PURIFICACION,9.9,,,,120.27896877824544,
TOLIMA,RIOBLANCO,,18.355687302756817,1160.0,23.517468088113734,201.88474175824174,28.041607634106715
TOLIMA,RONCESVALLES,,,,,189.92050808749977,
TOLIMA,ROVIRA,3.2,,,,163.1259858239663,
TOLIMA,SALDANA,,,425.0,28.24891914816776,99.52283687168,33.34959447817219
TOLIMA,SALDA¥A,9.9,,,,,
TOLIMA,SAN ANTONIO,,16.919150012666112,1448.0,21.42502933461735,178.73704957685993,
TOLIMA,SAN LUIS,8.999,,,,74.55048348841451,
TOLIMA,SANTA ISABEL,,,,,143.86515676653906,16.352349126032788
TOLIMA,SUAREZ,16.0,,,,99.86914504652434,
TOLIMA,VALLE DE SAN JUAN,,20.85290532156507,591.0,26.32619305042748,80.08368717808371,
TOLIMA,VENADILLO,15.0,,,,77.64927708669978,
TOLIMA,VILLAHERMOSA,,,2069.0,17.195081377165735,181.4769219053652,20.66989107952867
TOLIMA,VILLARRICA,,,,,213.71028562358572,
VALLE DEL CAUCA,ALCALA,5.0,,,,121.97181489877981,
VALLE DEL CAUCA,ANDALUCIA,,,,,128.45090200880432,
VALLE DEL CAUCA,ANSERMANUEVO,180.0,,,,119.18281675859261,
VALLE DEL CAUCA,BOLIVAR,,,,,93.06640120415983,
VALLE DEL CAUCA,BUENAVENTURA,55.01512,,,,278.84311912940626,30.48876380301085
VALLE DEL CAUCA,BUGA,0.42876000000000003,,,,156.45632404366597,
VALLE DEL CAUCA,BUGALAGRANDE,,17.794649938797296,,,134.41107614706604,
VALLE DEL CAUCA,CAICEDONIA,0.098,,,,133.88038469886567,
VALLE DEL CAUCA,CALI,73.631055,,,,111.21118123973727,
VALLE DEL CAUCA,CANDELARIA,,,,,87.51982553366173,
VALLE DEL CAUCA,CARTAGO,110.89216,,,,128.9814021074145,
VALLE DEL CAUCA,DAGUA,,,,,265.80289560907374,
VALLE DEL CAUCA,EL AGUILA,,,,,172.1859351112621,
VALLE DEL CAUCA,EL CERRITO,309.9,,,,112.6550018429689,
VALLE DEL CAUCA,EL DOVIO,9.9,,,,145.16261574600367,
VALLE DEL CAUCA,FLORIDA,,,,,130.6287114216061,
VALLE DEL CAUCA,GINEBRA,4.15,,,,149.08503762999453,
VALLE DEL CAUCA,GUACARI,0.05376,,,,84.2280327993046,
VALLE DEL CAUCA,JAMUNDI,0.35126999999999997,,,,,
VALLE DEL CAUCA,LA CUMBRE,0.028,,,,96.61056781819714,
VALLE DEL CAUCA,LA UNION,,,,,116.32785277578668,
VALLE DEL CAUCA,LA VICTORIA,104.39999999999999,,,,117.46869390859283,
VALLE DEL CAUCA,OBANDO,599.0,,,,125.97397372742199,
VALLE DEL CAUCA,PALMIRA,69.53064,18.908199468751675,,,97.51170468400215,30.07919434036512
VALLE DEL CAUCA,ROLDANILLO,19.8,,,,120.2731774814563,
VALLE DEL CAUCA,SEVILLA,,15.573834777104723,,,186.65336305601812,23.763869887264793
VALLE DEL CAUCA,TORO,,,,,106.67262935228699,
VALLE DEL CAUCA,TULUA,10.37318,8.148058993580948,,,137.59117539872776,29.701273288967244
VALLE DEL CAUCA,VERSALLES,,,,,159.19838259441707,
VALLE DEL CAUCA,VIJES,,,,,97.95616622574957,
VALLE DEL CAUCA,YOTOCO,60.72,,,,84.71911392385816,
VALLE DEL CAUCA,YUMBO,126.55211000000001,,,,,
VALLE DEL CAUCA,ZARZAL,0.105,18.539094672112608,,,103.24547015168855,
VAUPES,CARURU,,,,,220.91687290823486,
VAUPES,MITU,10.8,,,,223.34420932649942,
VICHADA,CUMARIBO,0.375,22.001119398865608,,,146.43978919863181,31.53539892541454
VICHADA,LA PRIMAVERA,0.2437,,,,121.29719106617705,
VICHADA,PUERTO CARRENO,,24.01966534462565,,,125.59822318431115,33.41511986747017
VICHADA,SANTA ROSALIA,1.0,,,,98.73323502716899,
