DEPARTAMENTO,MUNICIPIO,CAPACIDAD MW,TEMPERATURA MINIMA ANUAL,ELEVACIÓN (m),TEMPERATURA MEDIA ANUAL,PROMEDIO DE DIAS DE LLUVIA ANUAL,TEMPERATURA MAXIMA ANUAL
AMAZONAS,EL ENCANTO,,,,,191.11367132132045,
AMAZONAS,LA PEDRERA,,,,,216.04954151812333,
AMAZONAS,LETICIA,2.06216,22.748212578175735,84.0,26.068668637535154,206.37311212494404,31.011029752312567
AMAZONAS,MIRITI-PARANA,,,,,207.95399727888912,
AMAZONAS,PUERTO ALEGRIA,,,,,197.72625228603573,
AMAZONAS,PUERTO ARICA,,,,,174.18063322084143,
AMAZONAS,PUERTO NARINO,,,,,156.4149097563708,
AMAZONAS,SANTANDER,,,,,242.9,
AMAZONAS,TARAPACA,,,,,188.0657446728196,
ANTIOQUIA,ABEJORRAL,,,,,177.84787217639126,
ANTIOQUIA,ABRIAQUI,,,,,200.6370112242501,
ANTIOQUIA,ALEJANDRIA,,15.100352441090989,1712.0,19.617907118709805,244.2112147266314,24.708828320388704
ANTIOQUIA,AMALFI,,,,,188.7290898076322,
ANTIOQUIA,ANDES,,16.78680933224651,,,199.08731882369804,28.586896571693035
ANTIOQUIA,ANGOSTURA,,,,,150.306806923919,
ANTIOQUIA,ANORI,,15.584200129112402,,,211.34108213462832,
ANTIOQUIA,ANZA,,,,,142.45714696223314,
ANTIOQUIA,APARTADO,0.44,23.464577144026915,,,165.28819112032548,31.511088434559955
ANTIOQUIA,ARBOLETES,,,,,68.84871562576674,
ANTIOQUIA,ARMENIA,,,,,174.86293268595585,
ANTIOQUIA,BELLO,,17.38542069151886,,,162.0092077175698,
ANTIOQUIA,BELMIRA,,,,,223.99189897267485,
ANTIOQUIA,BETULIA,,,,,141.44955549421513,
ANTIOQUIA,BRICENO,,,,,241.46218409376107,
ANTIOQUIA,CACERES,,,,,148.04674565426646,
ANTIOQUIA,CAICEDO,,,,,141.18961891340408,
ANTIOQUIA,CALDAS,,,,,212.49425974545434,23.43845551807156
ANTIOQUIA,CANASGORDAS,,16.41769803468992,,,185.47154280946705,27.153777712874156
ANTIOQUIA,CARAMANTA,,,,,170.11158530296777,
ANTIOQUIA,CAREPA,,23.57527639470455,,,170.22143450100344,31.492227119182477
ANTIOQUIA,CARMEN DE VIBORAL,,,,,198.0066502463054,
ANTIOQUIA,CAUCASIA,,,,,153.29560616453574,
ANTIOQUIA,CHIGORODO,,,,,157.45981172195394,
ANTIOQUIA,CIUDAD BOLIVAR,,13.37543861546972,2018.0,16.935975429583692,213.72368595018042,21.3281881441749
ANTIOQUIA,COCORNA,,,,,244.00090654077724,
ANTIOQUIA,CONCEPCION,,,,,211.01434318555005,
ANTIOQUIA,CONCORDIA,,14.524308257451324,,,179.26742848630275,23.700405650431946
ANTIOQUIA,DABEIBA,,,,,122.12436620026968,
ANTIOQUIA,EL CARMEN DE VIBORAL,0.072,,,,,
ANTIOQUIA,ENTRERRIOS,,,,,192.87154229763425,
ANTIOQUIA,FREDONIA,,,,,198.59327380952377,
ANTIOQUIA,FRONTINO,,15.495032460360804,1396.0,20.31791337496424,171.460457080573,25.656847367400687
ANTIOQUIA,GIRALDO,,,,,149.29037698412696,
ANTIOQUIA,GIRARDOTA,4.586,,,,160.02453270388617,
ANTIOQUIA,GOMEZ PLATA,,,,,183.03205969105392,
ANTIOQUIA,GRANADA,,,,,249.6504770242946,
ANTIOQUIA,GUARNE,0.8502,,,,,
ANTIOQUIA,HELICONIA,,,,,195.2959058565955,
ANTIOQUIA,ITAGUI,0.97868,,,,,
ANTIOQUIA,ITUANGO,,,,,193.60601081950816,
ANTIOQUIA,JERICO,,,,,163.63659688013138,
ANTIOQUIA,LA ESTRELLA,0.0273,,,,,
ANTIOQUIA,LA PINTADA,,,,,157.75792786578893,
ANTIOQUIA,LA UNION,9.9,9.908188654394928,2408.0,14.865185763297928,249.1791057744937,20.446385583456784
ANTIOQUIA,LIBORINA,,,,,175.63747721511544,
ANTIOQUIA,MARINILLA,,,,,182.28306216931213,
ANTIOQUIA,MEDELLIN,22.51332,17.662649755942553,1490.0,23.05945009897806,198.378073648361,27.963917293098973
ANTIOQUIA,MONTEBELLO,,,,,185.98487285229857,
ANTIOQUIA,NECHI,,,,,121.96009168035029,
ANTIOQUIA,NECOCLI,,23.728740213632346,,,,
ANTIOQUIA,OLAYA,,,,,92.04078680897646,
ANTIOQUIA,PENOL,,13.27278990366239,1983.0,18.337066591390183,210.72720836950845,23.773580624899598
ANTIOQUIA,PUEBLORRICO,,,,,169.8300041050903,
ANTIOQUIA,PUERTO BERRIO,119.9,,,,134.2012681897967,
ANTIOQUIA,PUERTO NARE,200.0,,,,,
ANTIOQUIA,REMEDIOS,,20.00414922262562,643.0,25.024634062105715,152.0198385962696,
ANTIOQUIA,RETIRO,0.0017,,,,,
ANTIOQUIA,RIONEGRO,1.5035,12.689328793334807,2157.0,17.11422871600713,189.86815189703682,22.258069298514986
ANTIOQUIA,SABANALARGA,9.9,,,,161.0590080308778,
ANTIOQUIA,SALGAR,0.48,,,,156.17819452046467,
ANTIOQUIA,SAN ANDRES,,,,,168.26693950313205,
ANTIOQUIA,SAN CARLOS,200.0,17.22492389600237,1113.0,22.689461827902203,240.75685084243102,27.863109847945704
ANTIOQUIA,SAN FRANCISCO,,17.398641392870925,1325.0,21.84465626187323,239.27213706085536,25.750044794267627
ANTIOQUIA,SAN JERONIMO,,,,,105.75924111926885,
ANTIOQUIA,SAN JUAN DE URABA,,,,,91.60413486925573,
ANTIOQUIA,SAN RAFAEL,0.04968,,,,,
ANTIOQUIA,SAN ROQUE,,,859.0,23.84580179304689,197.46117131910236,
ANTIOQUIA,SAN VICENTE,,12.632646501733872,,,210.56689290632056,
ANTIOQUIA,SANTA FE DE ANTIOQUIA,,21.20038066473596,,,113.66177848227035,34.30326306406091
ANTIOQUIA,SANTA ROSA DE OSOS,,,,,185.23807608100714,
ANTIOQUIA,SANTAFE DE ANTIOQUIA,0.0028,,,,,
ANTIOQUIA,SANTO DOMINGO,,16.507097203445394,,,214.74623529290162,27.255120027780194
ANTIOQUIA,SANTUARIO,,,,,222.52505971142585,
ANTIOQUIA,SEGOVIA,,,,,163.65238942359113,
ANTIOQUIA,SONSON,19.9,,,,221.04670977011494,
ANTIOQUIA,TAMESIS,,18.620932159003093,1153.0,22.784668466332466,172.90471340388007,27.75477316275246
ANTIOQUIA,TARAZA,,,,,162.32789278546664,
ANTIOQUIA,TITIRIBI,,,,,152.6671226646073,
ANTIOQUIA,TOLEDO,,,,,174.64675313671,
ANTIOQUIA,TURBO,139.6081,,,,144.65859674329502,
ANTIOQUIA,URRAO,,,,,184.5429269293924,
ANTIOQUIA,VALDIVIA,,19.036373432817854,,,232.43933261874352,25.67677922172649
ANTIOQUIA,VEGACHI,,18.379838608896204,,,161.7599357554076,27.311177215943207
ANTIOQUIA,VENECIA,,,,,147.26345001847875,
ANTIOQUIA,VIGIA DEL FUERTE,,,,,135.45667228167525,
ANTIOQUIA,YARUMAL,,,,,211.5521112314327,
ANTIOQUIA,YOLOMBO,,,,,152.26365929312004,
ANTIOQUIA,YONDO,64.2,,,,105.6930945539135,
ANTIOQUIA,ZARAGOZA,,,,,170.22887631047112,
ARAUCA,ARAUCA,169.6,22.536926854802704,128.0,27.034004589442677,85.5907478594886,32.07154192855725
ARAUCA,ARAUQUITA,49.9,,,,107.69394704433495,
ARAUCA,CRAVO NORTE,,,,,115.58307077503399,
ARAUCA,TAME,9.9,,,,101.45185942212905,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,0.017,,,,,
ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA,ISLA DE PROVIDENCIA,,,,,126.20148247115547
ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA,ISLA DE SAN ANDRES,,25.863059312542585,1.0,27.68664739681293,107.66362355789784,29.89730952602358
ATLANTICO,BARANOA,118.783,,,,69.94480234226073,
ATLANTICO,BARRANQUILLA,57.4464,,,,,
ATLANTICO,CAMPO DE LA CRUZ,,,,,66.84379241926655,
ATLANTICO,CANDELARIA,19.9,,,,50.82134092539116,
ATLANTICO,GALAPA,71.3,,,,,
ATLANTICO,JUAN DE ACOSTA,19.92478,,,,71.9145566770939,32.77708347975822
ATLANTICO,LURUACO,19.98,,,,74.56296713096653,
ATLANTICO,MALAMBO,100.42,,,,,
ATLANTICO,MANATI,,23.953897131484823,,,78.02088657105948,34.65100979990695
ATLANTICO,PIOJO,,,,,79.20796953739878,
ATLANTICO,POLONUEVO,10.00494,,,,60.471422220818766,
ATLANTICO,PONEDERA,609.9,,,,52.22667563704919,
ATLANTICO,PUERTO COLOMBIA,0.0044,,,,32.850469159919214,
ATLANTICO,REPELON,0.15,,,,56.61611825700904,
ATLANTICO,SABANALARGA,690.15,,,,,
ATLANTICO,SANTA LUCIA,,,,,40.25126068376068,
ATLANTICO,SOLEDAD,1.147,24.505288321690454,14.0,29.400677351989845,61.121042227830486,32.768592733958464
ATLANTICO,SUAN,,,,,74.41152279976593,
ATLANTICO,TUBARA,38.0186,,,,60.56040236902305,
ATLANTICO,USIACURI,,,,,79.53680897908554,
BOLIVAR,ACHI,,,,,116.85925044898293,
BOLIVAR,ARENAL,,,,,84.03770663916907,
BOLIVAR,ARJONA,79.24000000000001,,,,58.50106916369401,
BOLIVAR,BARRANCO DE LOBA,,,,,89.43095069015848,
BOLIVAR,CALAMAR,29.88,,,,,
BOLIVAR,CANTAGALLO,1.8,,,,,
BOLIVAR,CARTAGENA,193.65649,,,,,
BOLIVAR,CARTAGENA DE INDIAS,,25.368400951156843,2.0,28.04211421972244,46.74779457561859,31.70787970636013
BOLIVAR,CICUCO,,,,,83.25892899609308,
BOLIVAR,CLEMENCIA,29.880000000000003,,,,,
BOLIVAR,CORDOBA,,,,,73.08086862162368,
BOLIVAR,EL CARMEN DE BOLIVAR,39.3,,,,94.45959354712657,
BOLIVAR,EL GUAMO,,,,,93.40298021613435,
BOLIVAR,HATILLO DE LOBA,,,,,78.68061060707909,
BOLIVAR,MAGANGUE,64.8,,,,91.58977446563652,
BOLIVAR,MAHATES,,,,,93.78042286100154,
BOLIVAR,MARGARITA,,,,,81.93120248738065,
BOLIVAR,MARIA LA BAJA,19.98,,,,101.7953253739358,
BOLIVAR,MOMPOS,9.9,,,,97.4549869769549,
BOLIVAR,PINILLOS,,,,,97.36544217013005,
BOLIVAR,REGIDOR,,,,,82.30234576589255,
BOLIVAR,SAN ESTANISLAO,11.99,,,,76.95532953966365,
BOLIVAR,SAN FERNANDO,,,,,66.88662204543596,
BOLIVAR,SAN JACINTO,99.98,,,,96.3638025404375,
BOLIVAR,SAN JUAN NEPOMUCENO,,,,,90.55385168577696,
BOLIVAR,SAN MARTIN DE LOBA,,,,,70.08350168922107,
BOLIVAR,SAN PABLO,,,,,99.66909060453351,33.06079363357314
BOLIVAR,SANTA ROSA,479.5,,,,,
BOLIVAR,SANTA ROSA DEL SUR,,17.69233464862372,650.0,25.282813723171277,112.85974488803537,29.587729249427014
BOLIVAR,TIQUISIO ,,,,,87.31618089764639,
BOLIVAR,TURBACO,0.031,,,,61.93813856960407,
BOLIVAR,TURBANA,108.5,,,,,
BOLIVAR,ZAMBRANO,74.38,,,,57.197544313923615,
BOYACA,ALMEIDA,,,,,169.70556583775445,
BOYACA,AQUITANIA,,,,,147.3447842040676,
BOYACA,ARCABUCO,9.9,,,,170.36638151230898,
BOYACA,BERBEO,,,,,175.52127912359725,
BOYACA,BOAVITA,14.25,11.498583740068257,,,161.7414154431247,24.156108678510577
BOYACA,CAMPOHERMOSO,,17.322858619176248,,,221.95972907976767,26.01091051721582
BOYACA,CHINAVITA,,,,,201.8628483082249,
BOYACA,CHIQUINQUIRA,80.0,,,,,
BOYACA,CHIQUIZA,,,,,116.49666856717144,
BOYACA,CHISCAS,,10.54425104379783,,,189.2862990232644,22.047948839621487
BOYACA,CHITA,,6.612695170714294,,,158.69978881256793,17.598147679167766
BOYACA,CHIVATA,,,,,75.62679133643829,
BOYACA,CHIVOR,,,,,226.25154929149173,
BOYACA,COMBITA,,,,,121.37123104658215,
BOYACA,COPER,,,,,181.00193018934792,
BOYACA,COVARACHIA,,,,,119.47891645014016,
BOYACA,DUITAMA,99.9,7.045647690027411,,,124.63020153969492,
BOYACA,EL COCUY,,,,,156.7036317466609,
BOYACA,FIRAVITOBA,20.0,,,,87.38262383689106,
BOYACA,FLORESTA,150.0,,,,,
BOYACA,GACHANTIVA,,,,,150.62824221920238,
BOYACA,GAMEZA,,,,,179.41155309250135,
BOYACA,GARAGOA,,,,,209.51636874615966,
BOYACA,GUAYATA,,,,,166.99993910782703,
BOYACA,GUICAN,,8.236116340576617,,,175.8212588491872,12.129365975712851
BOYACA,IZA,,,,,95.73686281859068,
BOYACA,LA UVITA,,8.59735115678877,,,126.79789184449476,
BOYACA,MACANAL,,,,,178.77596640577022,
BOYACA,MIRAFLORES,,,,,189.4309127905413,24.14697349931581
BOYACA,MONGUA,,,,,124.68256432679708,
BOYACA,MONGUI,,,,,97.70659688013134,
BOYACA,MONIQUIRA,0.11,,,,199.76289932619895,
BOYACA,MOTAVITA,,,,,91.46251759756515,
BOYACA,MUZO,,,,,172.22341364735436,
BOYACA,NOBSA,19.8,,,,135.50723522167488,
BOYACA,NUEVO COLON,,10.1369860005707,,,157.62898696804217,19.739633881998177
BOYACA,OICATA,34.59,,,,109.74509938988366,
BOYACA,OTANCHE,,18.756778880988737,,,201.0898305334512,26.5321234493794
BOYACA,PACHAVITA,,,,,164.70008740233493,
BOYACA,PAEZ,,,,,226.49120703938027,
BOYACA,PAIPA,4.2010000000000005,8.380968554952053,2700.0,12.21791575614511,132.85677681992334,22.01434751400554
BOYACA,PAJARITO,,,,,241.3115571897275,
BOYACA,PAUNA,,,,,185.21650018244844,
BOYACA,PESCA,9.9,,,,103.37808743325876,
BOYACA,PUERTO BOYACA,976.7,,,,124.64693565231613,
BOYACA,QUIPAMA,,17.722335486364518,,,209.89938055905782,
BOYACA,RAMIRIQUI,,,2200.0,16.373828039196553,159.01976967979246,
BOYACA,RAQUIRA,15.0,,,,91.09807985580278,
BOYACA,RONDON,,,,,215.74462537633022,
BOYACA,SABOYA,,,,,130.39803783440436,
BOYACA,SACHICA,9.9,,,,,
BOYACA,SAMACA,22.9,8.767494050412806,,,99.68552706427398,19.085522198733567
